subject_id,Day,Month,Year,Inwhatformatisthecollectiondate,Country,Wasthecountrynamespecificallystatedonthelabel,Aregeographiccoordinatespresentonthelabel,Collector1,Collector2,HostInsectoftenprefacedEx,HostPlantoftenprefacedOn,Isthereanindicationofuncertaintyinthehostdata,Isitatypespecimen,BMRegistrationnumber,Day,EndMonth,EndYear,subject_CatalogueIRN,subject_MulIdentifier,subject_MulTitle,subject_MultimediaIRN,subject_EntCatBarcode,subject_SuperFamily,Expo
3329616,Not Shown,9 - September - IX,1980,The collection date is shown as a single date.,New Zealand,Yes,No,B.M.May,,,,No,No,,,,,6500418,010158395_102145_1741727.jpg,010158395_102145_1741727,1482238,10158395,Chalcidoidea,3279
3329617,Not Shown,6 - June - VI ,1933,The collection date is shown as a single date.,Solomon Islands,Yes,No,R. A. Lever,[unclear][/unclear],Pnomecotheca opacicollis,,,No,,,,,6502472,010158396_102145_1725484.jpg,010158396_102145_1725484,1484293,10158396,Chalcidoidea,3279
3329619,7,12 - December - XII,1921,The collection date is shown as a single date.,Fiji,Yes,No,H. W. Simmonds,,Ova Promecotheca reichei,Promecotheca reichei,No,Yes,,,,,6494706,010158397_102145_1725484.jpg,010158397_102145_1725484,1476490,10158397,Chalcidoidea,3279
3329620,7,12 - December - XII,1921,The collection date is shown as a single date.,Fiji,Yes,No,H.W.Simmonds,,Ova Promecotheca reichei,,No,No,,,,,6498978,010158398_102145_16229265.jpg,010158398_102145_16229265,1480774,10158398,Chalcidoidea,3279
3329621,Not Shown,Not Shown,1985,The collection date is shown as a single date.,India,Yes,No,DRS RAO,[unclear][/unclear],Grasshoppers Oligosita brev[unclear][/unclear],[unclear][/unclear],No,No,,,,,6498082,010158399_102145_1724665.jpg,010158399_102145_1724665,1479866,10158399,Chalcidoidea,3279
3329622,15,8 - August - VIII,1997,The collection date is shown as a single date.,Oman,Yes,No,Ali K. Al-Wahaibi,,eggs of Dubas bug (Ommatissus lybicus),date palm,No,No,,,,,6495449,010158400_102145_1724656.jpg,010158400_102145_1724656,1477225,10158400,Chalcidoidea,3279
3329624,13,8 - August - VIII,1969,The collection date is shown as a single date.,,No,No,Dietrick,,,,,No,,,,,6498561,010158401_108834_1739736.jpg,010158401_108834_1739736,1480346,10158401,Chalcidoidea,3279
3329625,13,8 - August - VIII,1969,The collection date is shown as a single date.,United Kingdom,No,No,Dietrick,,,,No,No,,,,,6495655,010158402_108834_1739736.jpg,010158402_108834_1739736,1477431,10158402,Chalcidoidea,3279
3329626,13,8 - August - VIII,1969,The collection date is shown as a single date.,England,No,No,Dietrick,,,,No,No,,,,,6500726,010158403_108834_1739736.jpg,010158403_108834_1739736,1482546,10158403,Chalcidoidea,3279
3329628,13,8 - August - VIII,1969,The collection date is shown as a single date.,United Kingdom,No,No,[unclear]Dietrich[/unclear],,lymaenon mymaridae,[unclear]Halcus patch[/unclear],,No,,,,,6501887,010158404_108834_1739736.jpg,010158404_108834_1739736,1483708,10158404,Chalcidoidea,3279
3329629,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,No,No,,,,,6494150,010158405_108834_1739736.jpg,010158405_108834_1739736,1475830,10158405,Chalcidoidea,3279
3329631,Not Shown,8 - August - VIII,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,,,,6499742,010158406_108834_1739736.jpg,010158406_108834_1739736,1481564,10158406,Chalcidoidea,3279
3329632,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,Not Shown,10 - October - X,1982,6496280,010158407_108834_1739736.jpg,010158407_108834_1739736,1478056,10158407,Chalcidoidea,3279
3329633,Not Shown,7 - July - VII,1983,The collection date is shown as a single date.,United Kingdom,No,No,S. B.,,,,,No,,,,,6502084,010158408_108834_1739736.jpg,010158408_108834_1739736,1483905,10158408,Chalcidoidea,3279
3329635,Not Shown,9 - September - IX,1982,The collection date is shown as a single date.,United Kingdom,No,No,S.B.,,,,,No,,,,,6494906,010158409_108834_1739736.jpg,010158409_108834_1739736,1476687,10158409,Chalcidoidea,3279
3329636,Not Shown,9 - September - IX,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,,No,,,,,6501189,010158410_108834_1739736.jpg,010158410_108834_1739736,1483010,10158410,Chalcidoidea,3279
3329638,8,10 - October - X,1981,The collection date is shown as a single date.,England,No,No,S B,,,,No,No,,,,,6496129,010158411_108834_1739736.jpg,010158411_108834_1739736,1477905,10158411,Chalcidoidea,3279
3329639,Not Shown,9 - September - IX,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,No,No,,,,,6499126,010158412_108834_1739736.jpg,010158412_108834_1739736,1480919,10158412,Chalcidoidea,3279
3329640,8,10 - October - X,1982,The collection date is shown as a single date.,United Kingdom,No,No,,,,,No,No,,,,,6498360,010158413_108834_1739736.jpg,010158413_108834_1739736,1480145,10158413,Chalcidoidea,3279
3329642,8,10 - October - X,1982,The collection date is shown as a single date.,England,No,No,S. B.,,,,No,No,,,,,6496916,010158414_108834_1739736.jpg,010158414_108834_1739736,1478687,10158414,Chalcidoidea,3279
3329643,13,8 - August - VIII,,The collection date is shown as a single date.,United Kingdom,No,No,Dietrick,,,,No,No,,,,,6500361,010158415_108834_1739736.jpg,010158415_108834_1739736,1482181,10158415,Chalcidoidea,3279
3329644,13,8 - August - VIII,1969,The collection date is shown as a single date.,England,No,No,,,,,No,No,,,,,6494610,010158416_108834_1739736.jpg,010158416_108834_1739736,1476394,10158416,Chalcidoidea,3279
3329646,7,9 - September - IX,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,[unclear][/unclear],,No,No,1975-265,,,,6499982,010158417_108834_1708966.jpg,010158417_108834_1708966,1481804,10158417,Chalcidoidea,3279
3329647,4,6 - June - VI ,1977,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,,,,,6494103,010158418_108834_1708966.jpg,010158418_108834_1708966,1475783,10158418,Chalcidoidea,3279
3329648,1,8 - August - VIII,1975,The collection date is shown as a single date.,United Kingdom,Yes,No,Noyes,,,,,No,1975-265,,,,6501855,010158419_108834_1708966.jpg,010158419_108834_1708966,1483676,10158419,Chalcidoidea,3279
3329650,8,6 - June - VI ,1982,The collection date is shown as a single date.,Wales,Yes,No,Noyes,,,,,No,,,,,6500685,010158420_108834_1708966.jpg,010158420_108834_1708966,1482505,10158420,Chalcidoidea,3279
3329651,3,9 - September - IX,1978,The collection date is shown as a single date.,United Kingdom,No,No,J. Noyes,,[unclear][/unclear],[unclear][/unclear],Yes,No,BM1978-487,,,,6495621,010158421_108834_1708966.jpg,010158421_108834_1708966,1477397,10158421,Chalcidoidea,3279
3329652,3,9 - September - IX,1978,The collection date is shown as a single date.,United Kingdom,No,No,J. Noyes,,,,No,No,BM1978-487,8,12 - December - XII,1983,6498602,010158422_108834_1708966.jpg,010158422_108834_1708966,1480391,10158422,Chalcidoidea,3279
3329654,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,,,,,6497792,010158423_108834_1708966.jpg,010158423_108834_1708966,1479572,10158423,Chalcidoidea,3279
3329655,22,8 - August - VIII,1983,The collection date is shown as a single date.,England,Yes,No,M.J.Matthews,,,swept from long grass,No,No,,,,,6496325,010158424_108834_1708966.jpg,010158424_108834_1708966,1478101,10158424,Chalcidoidea,3279
3329656,15,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,Rogers & Huddleston,,,No,No,1977-358,,,,6499665,010158425_108834_1708830.jpg,010158425_108834_1708830,1481484,10158425,Chalcidoidea,3279
3329658,6,6 - June - VI ,1982,The collection date is shown as a single date.,United Kingdom,No,No,J.S.Noyes,,,,,No,,,,,6494469,010158426_108834_1708830.jpg,010158426_108834_1708830,1476224,10158426,Chalcidoidea,3279
3329659,10,10 - October - X,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,,,,,6501707,010158427_108834_1708830.jpg,010158427_108834_1708830,1483528,10158427,Chalcidoidea,3279
3329660,6,7 - July - VII,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,1975-245,,,,6496996,010158428_108834_1708830.jpg,010158428_108834_1708830,1478767,10158428,Chalcidoidea,3279
3329661,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J.S. Noyes,,,,No,No,,,,,6500409,010158429_108834_1708830.jpg,010158429_108834_1708830,1482229,10158429,Chalcidoidea,3279
3329663,14,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,"Rogers, Huddleston",,,No,No,,,,,6497863,010158430_108834_1708830.jpg,010158430_108834_1708830,1479644,10158430,Chalcidoidea,3279
3329664,6,7 - July - VII,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,1975-245,,,,6499210,010158431_108834_1708830.jpg,010158431_108834_1708830,1481004,10158431,Chalcidoidea,3279
3329665,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J.S.Noyes,,,,No,No,,,,,6495829,010158432_108834_1708830.jpg,010158432_108834_1708830,1477605,10158432,Chalcidoidea,3279
3329667,30,5 - May - V,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,,,,,6501369,010158433_108834_1708830.jpg,010158433_108834_1708830,1483190,10158433,Chalcidoidea,3279
3329668,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J. S. Noyes,,,,No,No,,,,,6502314,010158434_108834_1708830.jpg,010158434_108834_1708830,1484135,10158434,Chalcidoidea,3279
3329669,13,8 - August - VIII,1983,The collection date is shown as a single date.,England,Yes,No,Matthews,,,,No,No,,,,,6495109,010158435_108834_1708830.jpg,010158435_108834_1708830,1476887,10158435,Chalcidoidea,3279
3329671,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,No,No,J. Noyes,,,,No,No,,24,11 - November - XI,1983,6500137,010158436_108834_1708830.jpg,010158436_108834_1708830,1481958,10158436,Chalcidoidea,3279
3329672,6,6 - June - VI ,1982,The collection date is shown as a single date.,Wales,Yes,No,J.S. Noyes,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],,No,101158437,,,,6497256,010158437_108834_1708830.jpg,010158437_108834_1708830,1479030,10158437,Chalcidoidea,3279
3329673,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J.S. Noyes,,[unclear][/unclear],[unclear][/unclear],,No,,,,,6501980,010158438_108834_1708830.jpg,010158438_108834_1708830,1483801,10158438,Chalcidoidea,3279
3329675,14,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,Rogers,,,No,No,,,,,6494201,010158439_108834_1708830.jpg,010158439_108834_1708830,1475883,10158439,Chalcidoidea,3279
3329676,6,6 - June - VI ,1982,The collection date is shown as a single date.,Wales,Yes,No,J. Noyes,,[unclear][/unclear],[unclear][/unclear],No,No,,,,,6498235,010158440_108834_1708830.jpg,010158440_108834_1708830,1480020,10158440,Chalcidoidea,3279
3329677,15,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,"Moyes, Rogers & Hiddleston",Rogers & Hiddleston,[unclear][/unclear],[unclear][/unclear],No,No,1977-358,,,,6499011,010158441_108834_1708830.jpg,010158441_108834_1708830,1480807,10158441,Chalcidoidea,3279
3329679,17,8 - August - VIII,1978,The collection date is shown as a single date.,England,Yes,No,J.Noyes,,[unclear][/unclear],[unclear][/unclear],,No,BM1978-487,,,,6495985,010158442_108834_1708830.jpg,010158442_108834_1708830,1477761,10158442,Chalcidoidea,3279
3329680,15,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,Rogers,,,No,No,1977-358,,,,6501046,010158443_108834_1708830.jpg,010158443_108834_1708830,1482867,10158443,Chalcidoidea,3279
3329681,17,8 - August - VIII,1978,The collection date is shown as a single date.,United Kingdom,Yes,No,J. Noyes,,,,,No,1978-487,,,,6502516,010158444_108834_1708830.jpg,010158444_108834_1708830,1484337,10158444,Chalcidoidea,3279
3329683,26,8 - August - VIII,1982,The collection date is shown as a single date.,United Kingdom,Yes,No,Noyes,,,,No,No,,,,,6494761,010158445_108834_1708830.jpg,010158445_108834_1708830,1476545,10158445,Chalcidoidea,3279
3329684,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J. S. Noyes,,,,No,No,,,,,6500490,010158446_108834_1708830.jpg,010158446_108834_1708830,1482310,10158446,Chalcidoidea,3279
3329685,26,8 - August - VIII,1982,The collection date is shown as a single date.,United Kingdom,Yes,No,J.S.Noyes,,,,No,No,,26,10 - October - X,1983,6497045,010158447_108834_1708830.jpg,010158447_108834_1708830,1478816,10158447,Chalcidoidea,3279
3329687,26,5 - May - V,1976,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,BM 1976-264,,,,6501741,010158448_108834_1708830.jpg,010158448_108834_1708830,1483562,10158448,Chalcidoidea,3279
3329688,6,6 - June - VI ,1983,The collection date is shown as a single date.,Wales,Yes,No,J.S. Noyes,,,,No,No,,26,10 - October - X,1983,6494533,010158449_108834_1708830.jpg,010158449_108834_1708830,1476309,10158449,Chalcidoidea,3279
3329689,6,6 - June - VI ,1982,The collection date is shown as a single date.,Wales,Yes,No,J.S. Noyes,,[unclear][/unclear],,No,No,1003/4,,,,6500593,010158450_108834_1708830.jpg,010158450_108834_1708830,1482413,10158450,Chalcidoidea,3279
3329691,13,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Rogers,"Noyes, Hiddleston",,,No,No,,,,,6495523,010158451_108834_1708830.jpg,010158451_108834_1708830,1477299,10158451,Chalcidoidea,3279
3329692,2,6 - June - VI ,1976,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,1976-264,,,,6498423,010158452_108834_1708830.jpg,010158452_108834_1708830,1480208,10158452,Chalcidoidea,3279
3329693,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,,,,,6497627,010158453_108834_1708830.jpg,010158453_108834_1708830,1479408,10158453,Chalcidoidea,3279
3329695,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J.S. Noyes,,,,,No,,,,,6496442,010158454_108834_1708830.jpg,010158454_108834_1708830,1478217,10158454,Chalcidoidea,3279
3329696,22,6 - June - VI ,1977,The collection date is shown as a single date.,Wales,Yes,No,Noyes,Boucek,[unclear][/unclear],[unclear][/unclear],No,No,1977-308,,,,6499883,010158455_108834_1708830.jpg,010158455_108834_1708830,1481706,10158455,Chalcidoidea,3279
3329697,5,9 - September - IX,1977,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,1977-374,,,,6494269,010158456_108834_1708830.jpg,010158456_108834_1708830,1475965,10158456,Chalcidoidea,3279
3329698,7,9 - September - IX,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,1975-265,,,,6502019,010158457_108834_1708830.jpg,010158457_108834_1708830,1483840,10158457,Chalcidoidea,3279
3329699,10,10 - October - X,1982,The collection date is shown as a single date.,England,Yes,No,J. Noyes,,[unclear][/unclear],[unclear][/unclear],No,No,M1019/7,,,,6497307,010158458_108834_1708830.jpg,010158458_108834_1708830,1479083,10158458,Chalcidoidea,3279
3329701,20,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes,"Rogers, Hiddleston",,,No,No,1977-358,,,,6500217,010158459_108834_1708830.jpg,010158459_108834_1708830,1482037,10158459,Chalcidoidea,3279
3329702,14,6 - June - VI ,1975,The collection date is shown as a single date.,England,Yes,No,J. Noyes,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,1975-265,,,,6499257,010158460_108834_1708830.jpg,010158460_108834_1708830,1481056,10158460,Chalcidoidea,3279
3329703,28,5 - May - V,1981,The collection date is shown as a date range.,England,Yes,No,R.S.George,,,,No,No,,4,6 - June - VI,1981,6497943,010158461_108834_1708830.jpg,010158461_108834_1708830,1479724,10158461,Chalcidoidea,3279
3329704,14,9 - September - IX,1974,The collection date is shown as a single date.,England,Yes,No,Boucek,,,,No,No,1974-644,,,,6501319,010158462_108834_1708830.jpg,010158462_108834_1708830,1483140,10158462,Chalcidoidea,3279
3329706,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J.S.Noyes,,,,No,No,,,,,6495731,010158463_108834_1708830.jpg,010158463_108834_1708830,1477507,10158463,Chalcidoidea,3279
3329707,30,6 - June - VI ,1975,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,,No,1975-245,,,,6495048,010158464_108834_1708830.jpg,010158464_108834_1708830,1476827,10158464,Chalcidoidea,3279
3329708,,,,There is no collection date.,Not Shown,No,No,,,,,No,No,,,,,6500004,010158465_108834_1739736.jpg,010158465_108834_1739736,1481826,10158465,Chalcidoidea,3279
3329710,18,9 - September - IX,Only two digits shown,The collection date is shown as a single date.,Thailand,Yes,No,M. Ishu Eitermann,,,Rice,,No,,,,,6494958,010158466_108834_1739736.jpg,010158466_108834_1739736,1476739,10158466,Chalcidoidea,3279
3329711,25,11 - November - XI,1991,The collection date is shown as a single date.,Thailand,Yes,No,M. Ishii - Eiterman,,,[unclear][/unclear],Yes,No,,,,,6502175,010158467_108834_1739736.jpg,010158467_108834_1739736,1483996,10158467,Chalcidoidea,3279
3329712,12,4 - April IV,1987,The collection date is shown as a single date.,Oman,Yes,No,[unclear][/unclear],[unclear][/unclear],Phyllocnistis citrulla,[unclear][/unclear],No,No,,,,,6496383,010158468_108834_1739736.jpg,010158468_108834_1739736,1478159,10158468,Chalcidoidea,3279
3329714,28,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,,,No,No,,,,,6502026,010158469_108834_1708830.jpg,010158469_108834_1708830,1483847,10158469,Chalcidoidea,3279
3329715,28,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,Noyes,,[sulphuripes][/unclear],,No,No,,,,,6495247,010158470_108834_1708830.jpg,010158470_108834_1708830,1477024,10158470,Chalcidoidea,3279
3329716,14,7 - July - VII,1977,The collection date is shown as a single date.,Scotland,Yes,No,Noyes Rogers Huddleston,Rogers and Huddleston,,,No,No,1977-358,27,11 - November - XI,1983,6500848,010158471_108834_1708830.jpg,010158471_108834_1708830,1482668,10158471,Chalcidoidea,3279
3329717,26,8 - August - VIII,1982,The collection date is shown as a single date.,England,Yes,No,J. S. Noyes,,,,No,No,,,,,6497398,010158472_108834_1708830.jpg,010158472_108834_1708830,1479174,10158472,Chalcidoidea,3279
3329719,29,4 - April IV,1986,The collection date is shown as a single date.,India,Yes,No,Cent. Bio. Cont. Sta. W. Bengal,,Green Leaf Hopper,,No,No,,,,,6500911,010158473_108834_1739736.jpg,010158473_108834_1739736,1482732,10158473,Chalcidoidea,3279
3329720,25,9 - September - IX,1986,The collection date is shown as a single date.,India,Yes,No,,,Green leafhopper eggs,,No,No,,,,,6501566,010158474_108834_1739736.jpg,010158474_108834_1739736,1483387,10158474,Chalcidoidea,3279
3329721,19,9 - September - IX,1986,The collection date is shown as a single date.,India,Yes,No,M.K.D.,,green leaf hopper eggs,,,No,,,,,6494327,010158475_108834_1739736.jpg,010158475_108834_1739736,1476048,10158475,Chalcidoidea,3279
3329723,25,9 - September - IX,1986,The collection date is shown as a single date.,India,Yes,No,,[unclear][/unclear],Green Leaf Hopper,[unclear][/unclear],No,No,A18870/EP10/2,,,,6499537,010158476_108834_1739736.jpg,010158476_108834_1739736,1481350,10158476,Chalcidoidea,3279
3329724,,,,There is no collection date.,Not Shown,No,No,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,,,,6496653,010158477_108834_1739736.jpg,010158477_108834_1739736,1478427,10158477,Chalcidoidea,3279
3329725,Not Shown,10 - October - X,1932,There is no collection date.,Not Shown,No,No,[unclear][/unclear],,,,No,No,,,,,6502459,010158478_108834_1739736.jpg,010158478_108834_1739736,1484280,10158478,Chalcidoidea,3279
3329726,14,10 - October - X,1936,The collection date is shown as a single date.,Malaysia,No,No,Entom. Div. Agric. Dept.,,M. embracid ova,,No,No,,,,,6494664,010158479_108834_1739736.jpg,010158479_108834_1739736,1476448,10158479,Chalcidoidea,3279
3329728,26,12 - December - XII,1930,The collection date is shown as a single date.,Malaysia,No,No,H.T.Pagden,,eggs of Schoenobius incertellus,,No,No,,,,,6500891,010158480_108834_1739736.jpg,010158480_108834_1739736,1482712,10158480,Chalcidoidea,3279
3329729,20,4 - April IV,1938,The collection date is shown as a single date.,Brazil,Yes,Yes,F. Plaumann,,,,,No,1938-682,,,,6495287,010158481_108834_1739736.jpg,010158481_108834_1739736,1477064,10158481,Chalcidoidea,3279
3329730,10,9 - September - IX,1916,The collection date is shown as a single date.,Guyana,No,No,C.B Williams,,,,No,No,,,,,6498654,010158482_108834_1739736.jpg,010158482_108834_1739736,1480447,10158482,Chalcidoidea,3279
3329732,,,,There is no collection date.,Not Shown,,No,[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],[unclear][/unclear],No,No,,,,,6497353,010158483_108834_1739736.jpg,010158483_108834_1739736,1479129,10158483,Chalcidoidea,3279
3329733,26,5 - May - V,1916,The collection date is shown as a single date.,Guyana,No,No,,,,Grass,Yes,No,,,,,6496666,010158484_108834_1739736.jpg,010158484_108834_1739736,1478440,10158484,Chalcidoidea,3279
3329735,29,4 - April IV,1986,The collection date is shown as a single date.,India,Yes,No,Cent.Bio.Cont.Sta.W. Bengal,,Green Leaf Hopper eggs,,No,No,,,,,6499581,010158485_108834_1739736.jpg,010158485_108834_1739736,1481397,10158485,Chalcidoidea,3279
3329736,Not Shown,9 - September - IX,1990,The collection date is shown as a single date.,India,Yes,No,,,ex. Mango Leaf Hopper,,No,No,,,,,6494562,010158486_108834_1739736.jpg,010158486_108834_1739736,1476346,10158486,Chalcidoidea,3279
3329737,9,,1988,The collection date is shown as a single date.,India,Yes,No,V.P.Mittal,,Brinjal whitefly,,No,No,,,,,6501766,010158487_108834_1739736.jpg,010158487_108834_1739736,1483587,10158487,Chalcidoidea,3279
3329738,19,9 - September - IX,1986,The collection date is shown as a single date.,India,Yes,No,M.K.D. Cent.Biol.Cont.Sta.W.Bengal,,Green leaf Hopper Eggs,Hopper eggs,No,No,,,,,6497018,010158488_108834_1739736.jpg,010158488_108834_1739736,1478789,10158488,Chalcidoidea,3279
3329739,23,6 - June - VI ,1943,The collection date is shown as a single date.,Brazil,Yes,No,F.Plaumann,,,,No,No,1957-341,,,,6500462,010158489_108834_1739736.jpg,010158489_108834_1739736,1482282,10158489,Chalcidoidea,3279
3329740,17,5 - May - V,1977,The collection date is shown as a single date.,New Zealand,Yes,No,B.A. Holloway,,,Leptocarpus,No,No,,,,,6497912,010158490_108834_1739736.jpg,010158490_108834_1739736,1479693,10158490,Chalcidoidea,3279
3329742,15,7 - July - VII,1976,The collection date is shown as a date range.,Trinidad and Tobago,Yes,No,J.S. Noyes,,,Canada balsam,No,No,1976-462,13,8 - August - VIII,1976,6499235,010158491_108834_1739736.jpg,010158491_108834_1739736,1481030,10158491,Chalcidoidea,3279
3329743,Not Shown,10 - October - X,1935,The collection date is shown as a date range.,Brazil,Yes,Yes,Fritz Plaumann,,,,,No,1937-47,Not Shown,10 - October - X,1935,6495756,010158492_108834_1739736.jpg,010158492_108834_1739736,1477531,10158492,Chalcidoidea,3279
3329744,29,12 - December - XII,1988,The collection date is shown as a single date.,India,Yes,No,M. Hayat,,[unclear][/unclear],,No,Yes,,,,,6494582,010158493_108834_1645735.jpg,010158493_108834_1645735,1476366,10158493,Chalcidoidea,3279
3329745,3,12 - December - XII,1980,The collection date is shown as a single date.,New Zealand,Yes,No,J.S. Noyes,E. W. Valentine,,alpine Nothafagus forest,No,Yes,,,,,6496673,010158494_108834_1647900.jpg,010158494_108834_1647900,1478447,10158494,Chalcidoidea,3279
3329746,26,12 - December - XII,1979,The collection date is shown as a date range.,New Zealand,Yes,No,[unclear]H. K[/unclear] Walker,E.W.Valentine,,,No,Yes,,4,1 - January - I,1980,6499588,010158495_108834_1647900.jpg,010158495_108834_1647900,1481404,10158495,Chalcidoidea,3279
3329748,23,1 - January - I,1975,The collection date is shown as a date range.,New Zealand,Yes,No,J.S.Dugdale,J. S. Dugdale,,,No,No,,1,2 - February - II,1975,6496952,010158496_108834_1739857.jpg,010158496_108834_1739857,1478723,10158496,Chalcidoidea,3279
3329749,21,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J. Peck,,,No,No,,24,1 - January - I,1978,6500393,010158497_108834_1739857.jpg,010158497_108834_1739857,1482213,10158497,Chalcidoidea,3279
3329750,26,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J. Peck,,,No,No,,30,1 - January - I,1978,6494511,010158498_108834_1739857.jpg,010158498_108834_1739857,1476279,10158498,Chalcidoidea,3279
3329751,21,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J Peck,,,No,No,,24,1 - January - I,1978,6501722,010158499_108834_1739857.jpg,010158499_108834_1739857,1483543,10158499,Chalcidoidea,3279
3329753,8,2 - February - II,1976,The collection date is shown as a single date.,New Zealand,Yes,No,,,,,No,No,,,,,6500594,010158500_108834_1739857.jpg,010158500_108834_1739857,1482414,10158500,Chalcidoidea,3279
3329754,17,11 - November - XI,1976,The collection date is shown as a single date.,New Zealand,Yes,No,J.S. Dugdale,,,,No,No,,,,,6495522,010158501_108834_1739857.jpg,010158501_108834_1739857,1477298,10158501,Chalcidoidea,3279
3329755,26,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S Peck,S & J Peck,Ischiodasys,Podocarpus bog,,No,,30,1 - January - I,1978,6498424,010158502_108834_1739857.jpg,010158502_108834_1739857,1480209,10158502,Chalcidoidea,3279
3329756,27,1 - January - I,1979,The collection date is shown as a date range.,New Zealand,Yes,No,A.K.Walker,L.A. Moud [unclear],,,No,No,,3,2 - February - II,1979,6497626,010158503_108834_1739857.jpg,010158503_108834_1739857,1479407,10158503,Chalcidoidea,3279
3329758,21,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J. Peck,,Nothofagus,,No,,24,1 - January - I,1978,6496443,010158504_108834_1739857.jpg,010158504_108834_1739857,1478218,10158504,Chalcidoidea,3279
3329759,17,8 - August - VIII,1980,The collection date is shown as a single date.,New Zealand,Yes,No,G. Kushel,,,,No,No,,,,,6499882,010158505_108834_1739857.jpg,010158505_108834_1739857,1481705,10158505,Chalcidoidea,3279
3329760,27,1 - January - I,1979,The collection date is shown as a date range.,New Zealand,Yes,No,A. K. Waler,L. A. Mound,,nothofagus forest,No,No,,3,2 - February - II,1979,6494270,010158506_108834_1739857.jpg,010158506_108834_1739857,1475966,10158506,Chalcidoidea,3279
3329761,26,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J. Peck,,,No,No,,30,1 - January - I,1978,6502017,010158507_108834_1739857.jpg,010158507_108834_1739857,1483838,10158507,Chalcidoidea,3279
3329762,17,11 - November - XI,1976,The collection date is shown as a single date.,New Zealand,Yes,No,J.S. Dugdale,,,,No,No,,,,,6497306,010158508_108834_1739857.jpg,010158508_108834_1739857,1479082,10158508,Chalcidoidea,3279
3329764,26,1 - January - I,1978,The collection date is shown as a date range.,New Zealand,Yes,No,S. Peck,J. Peck,,,No,No,E1124/4,30,1 - January - I,1978,6500218,010158509_108834_1739857.jpg,010158509_108834_1739857,1482038,10158509,Chalcidoidea,3279
3329765,25,8 - August - VIII,1979,The collection date is shown as a single date.,United States of America,No,No,S. W. Wilson,,Megamelus davisi,Nuphar advena,No,Yes,,,,,6498457,010158510_108834_1711654.jpg,010158510_108834_1711654,1480242,10158510,Chalcidoidea,3279
